Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
16473,IN,tcy,0,Tulu,Tulu,S,13480
16473,IN,tel,0,Telugu,Telugu,S,119651
16475,IN,gbm,0,Garhwali,Garhwali,S,244
16475,IN,guj,0,Gujarati,Gujarati,P,24328
16475,IN,hin,0,Hindi,Hindi,S,5196
16475,IN,kfy,0,Kumaoni,Kumaoni,S,33
16477,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,60
16477,IN,kas,0,Kashmiri,Kashmiri,P,630
16478,IN,guj,0,Gujarati,Gujarati,P,18120
16478,IN,hin,0,Hindi,Hindi,S,1100
16478,IN,kfr,0,Kacchi,Kacchi,S,3749
16478,IN,mar,0,Marathi,Marathi,S,2410
16480,IN,ben,0,Bengali,Bengali,P,3550
16481,IN,hin,0,Hindi,Hindi,P,6630
16481,IN,mup,0,Malvi,Malvi,S,900
16483,IN,hin,0,Hindi,Hindi,P,120
16484,IN,bhb,0,Bhili,Bhili,P,49000
16484,IN,dhd,0,Dhundari,Dhundari,S,93
16484,IN,guj,0,Gujarati,Gujarati,S,83
16484,IN,hin,0,Hindi,Hindi,S,4537
16484,IN,hoj,18802,Haroti,"Haroti: Harauti",S,63
16484,IN,khn,0,Khandesi,Khandesi,S,47
16484,IN,mar,0,Marathi,Marathi,S,88
16484,IN,mtr,0,Mewari,Mewari,S,20418
16484,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,543
16484,IN,rwr,0,Marwari,Marwari,S,367
16484,IN,swv,0,Shekhawati,Shekhawati,S,18
16484,IN,wbr,0,Wagdi,Wagdi,S,32197
16484,IN,wry,0,Merwari,Merwari,S,34
16485,IN,hin,0,Hindi,Hindi,P,2000
16485,IN,mup,0,Malvi,Malvi,S,375
16487,IN,awa,0,Awadhi,Awadhi,S,1881
16487,IN,ben,0,Bengali,Bengali,S,172
16487,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,437
16487,IN,bgc,0,Haryanvi,Haryanvi,S,220
16487,IN,bgq,0,Bagri,Bagri,S,18
16487,IN,bho,0,Bhojpuri,Bhojpuri,S,18
16487,IN,bht,0,Bhattiyali,Bhattiyali,S,40
16487,IN,bjj,0,Kanauji,Kanauji,S,3448
16487,IN,cdh,0,Chambeali,Chambeali,S,90
16487,IN,gbm,0,Garhwali,Garhwali,S,1427
16487,IN,hin,0,Hindi,Hindi,P,50501
16487,IN,kfs,0,Bilaspuri,Bilaspuri,S,380
16487,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,50
16487,IN,kfy,0,Kumaoni,Kumaoni,S,10318
16487,IN,mjl,0,Mandeali,Mandeali,S,231
16487,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,3216
16487,IN,srx,0,Sirmauri,Sirmauri,S,380
16487,IN,xnr,0,Kangri,Kangri,S,677
16488,IN,gbm,0,Garhwali,Garhwali,S,50
16488,IN,urd,0,Urdu,Urdu,P,955
16489,IN,asm,0,Assamese,Assamese,S,180
16489,IN,ben,0,Bengali,Bengali,S,4115
16489,IN,bhb,0,Bhili,Bhili,S,25
16489,IN,bix,0,Bijori,Bijori,S,5138
16489,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,105
16489,IN,hin,0,Hindi,Hindi,P,82499
16489,IN,hlb,0,Halbi,Halbi,S,28
16489,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,47256
16489,IN,hoc,0,Ho,Ho,S,25
16489,IN,kan,0,Kannada,Kannada,S,29
16489,IN,khr,0,Kharia,Kharia,S,95
16489,IN,kru,0,Kurux,Kurux,S,1226
16489,IN,mar,0,Marathi,Marathi,S,19070
16489,IN,ory,0,Odia,Odia,S,18904
16489,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,73
16489,IN,sat,0,Santhali,Santhali,S,37
16489,IN,sck,0,Sadri,Sadri,S,1480
16489,IN,unr,0,Mundari,Mundari,S,1067
16489,IN,unx,0,Munda,Munda,S,19
16491,IN,kfr,0,Kacchi,Kacchi,S,50
16491,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,108
16491,IN,urd,0,Urdu,Urdu,S,20
16492,IN,adi,0,Adi,Adi,S,276
16492,IN,asm,0,Assamese,Assamese,S,448347
16492,IN,ben,0,Bengali,Bengali,S,29071
16492,IN,bhb,0,Bhili,Bhili,S,58
16492,IN,bod,0,"Tibetan, Central","Tibetan, Central",S,16
16492,IN,brx,0,Boro,Boro,P,967012
16492,IN,der,0,Deori,Deori,S,135
16492,IN,dis,0,Dimasa,Dimasa,S,58
16492,IN,eng,0,English,English,S,131
16492,IN,grt,0,Garo,Garo,S,689
16492,IN,hin,0,Hindi,Hindi,S,1629
16492,IN,kha,0,Khasi,Khasi,S,108
16492,IN,kru,0,Kurux,Kurux,S,80
16492,IN,lax,0,Tiwa,Tiwa,S,51
16492,IN,mar,0,Marathi,Marathi,S,79
16492,IN,mjw,0,Karbi,Karbi,S,88
16492,IN,mrg,0,Mising,Mising,S,517
16492,IN,njo,0,"Naga, Ao","Naga, Ao",S,654
16492,IN,npi,0,Nepali,Nepali,S,102
16492,IN,rah,0,Rabha,Rabha,S,997
16492,IN,sat,0,Santhali,Santhali,S,238
16492,IN,tam,0,Tamil,Tamil,S,46
16492,IN,tcz,0,"Chin, Thado","Chin, Thado",S,149
16492,IN,unx,0,Munda,Munda,S,53
16492,IN,xac,0,Kachari,Kachari,S,1849
16493,IN,adi,0,Adi,Adi,S,50
16493,IN,bgg,0,Bugun,Bugun,P,102
16494,IN,eng,0,English,English,S,400
16494,IN,guj,0,Gujarati,Gujarati,P,1096539
16494,IN,kfr,0,Kacchi,Kacchi,S,3375
16494,IN,knn,0,Konkani,Konkani,S,5740
16494,IN,mup,0,Malvi,Malvi,S,300
16494,IN,noe,0,Nimadi,Nimadi,S,160
16494,IN,saz,0,Saurashtra,Saurashtra,S,910
16494,IN,urd,0,Urdu,Urdu,S,400
16496,IN,bgw,0,Bhatri,Bhatri,S,80
16496,IN,kxu,0,Kui,Kui,S,135
16496,IN,ory,0,Odia,Odia,P,13975
16496,IN,peg,0,Pengo,Pengo,S,780
16499,IN,adi,6680,Adi,"Adi: Bokar",P,4607
16500,IN,bjj,0,Kanauji,Kanauji,S,44
16500,IN,gbm,0,Garhwali,Garhwali,S,615
16500,IN,hin,0,Hindi,Hindi,S,1426
16500,IN,kfy,0,Kumaoni,Kumaoni,S,466
16500,IN,npi,0,Nepali,Nepali,S,24
16500,IN,tkb,0,Buksa,Buksa,P,56597
16501,IN,ory,0,Odia,Odia,P,1960
16502,IN,ory,0,Odia,Odia,P,22700
16503,IN,ory,0,Odia,Odia,P,380
16505,IN,ory,0,Odia,Odia,S,1045
16505,IN,tam,0,Tamil,Tamil,S,20
16505,IN,tel,0,Telugu,Telugu,P,1320
16506,IN,ory,0,Odia,Odia,P,500
16507,IN,gbm,0,Garhwali,Garhwali,S,23
16507,IN,hin,0,Hindi,Hindi,P,4583
16510,IN,adi,0,Adi,Adi,P,3300
16510,IN,brx,0,Boro,Boro,S,43
16511,IN,ory,0,Odia,Odia,P,5230
16513,IN,hin,0,Hindi,Hindi,P,2200
16518,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1870
16518,IN,kan,0,Kannada,Kannada,S,399544
16518,IN,knn,0,Konkani,Konkani,S,6165
16518,IN,mal,0,Malayalam,Malayalam,S,2680
16518,IN,mar,0,Marathi,Marathi,S,1561
16518,IN,ory,0,Odia,Odia,S,400
16518,IN,tam,0,Tamil,Tamil,S,637890
16518,IN,tcy,0,Tulu,Tulu,S,1020
16518,IN,tel,0,Telugu,Telugu,P,2841739
16520,IN,bfw,0,Bondo,Bondo,P,9149
16520,IN,kxv,0,Kuvi,Kuvi,S,29
16520,IN,ort,0,"Oriya, Adivasi","Oriya, Adivasi",S,38
16520,IN,ory,0,Odia,Odia,S,2835
16520,IN,peg,0,Pengo,Pengo,S,41
16520,IN,sat,0,Santhali,Santhali,S,23
16520,IN,tel,0,Telugu,Telugu,S,90
16520,IN,unx,0,Munda,Munda,S,28
16521,IN,ahr,0,Ahirani,Ahirani,S,41130
16521,IN,anp,0,Angika,Angika,S,51490
16521,IN,asm,0,Assamese,Assamese,S,604744
16521,IN,awa,0,Awadhi,Awadhi,S,660300
16521,IN,ben,0,Bengali,Bengali,S,3002392
16521,IN,bfq,0,Badaga,Badaga,S,655
16521,IN,bft,0,Balti,Balti,S,620
16521,IN,bfy,0,Bagheli,Bagheli,S,92032
16521,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,40240
16521,IN,bgc,0,Haryanvi,Haryanvi,S,177910
16521,IN,bgq,0,Bagri,Bagri,S,96370
16521,IN,bgw,0,Bhatri,Bhatri,S,70
16521,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,1645
16521,IN,bho,0,Bhojpuri,Bhojpuri,S,1685491
16521,IN,bht,0,Bhattiyali,Bhattiyali,S,17240
16521,IN,bjj,0,Kanauji,Kanauji,S,591517
16521,IN,bns,0,Bundeli,Bundeli,S,186010
16521,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,36825
16521,IN,cdh,0,Chambeali,Chambeali,S,11270
16521,IN,cdj,0,Churahi,Churahi,S,21720
16521,IN,dgo,0,Dogri,Dogri,S,381728
16521,IN,dhd,0,Dhundari,Dhundari,S,611290
16521,IN,dhn,0,Dhanki,Dhanki,S,30
16521,IN,drd,0,Darmiya,Darmiya,S,260
16521,IN,eng,0,English,English,S,10530
16521,IN,gbm,0,Garhwali,Garhwali,S,507598
16521,IN,gju,0,Gujari,Gujari,S,580
16521,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,245900
16521,IN,guj,0,Gujarati,Gujarati,S,2247428
16521,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,490
16521,IN,hin,0,Hindi,Hindi,P,30011673
16521,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,221189
16521,IN,hns,0,"Hindustani, Sarnami","Hindustani, Sarnami",S,70
16521,IN,hoj,0,Haroti,Haroti,S,74606
16521,IN,idb,0,Indo-Portuguese,Indo-Portuguese,S,40
16521,IN,jnl,0,Rawat,Rawat,S,820
16521,IN,kan,0,Kannada,Kannada,S,1802699
16521,IN,kas,0,Kashmiri,Kashmiri,S,435149
16521,IN,kfa,0,Kodava,Kodava,S,960
16521,IN,kfk,0,Kinnauri,Kinnauri,S,2270
16521,IN,kfr,0,Kacchi,Kacchi,S,32540
16521,IN,kfs,0,Bilaspuri,Bilaspuri,S,41140
16521,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,5240
16521,IN,kfy,0,Kumaoni,Kumaoni,S,517125
16521,IN,khn,0,Khandesi,Khandesi,S,32160
16521,IN,knn,0,Konkani,Konkani,S,378475
16521,IN,lbj,0,Ladakhi,Ladakhi,S,1555
16521,IN,mag,0,Magahi,Magahi,S,159061
16521,IN,mai,0,Maithili,Maithili,S,915418
16521,IN,mal,0,Malayalam,Malayalam,S,569941
16521,IN,mar,0,Marathi,Marathi,S,2985435
16521,IN,mjl,0,Mandeali,Mandeali,S,65120
16521,IN,mni,0,Meitei,Meitei,S,45
16521,IN,mtr,0,Mewari,Mewari,S,167805
16521,IN,mup,0,Malvi,Malvi,S,178602
16521,IN,mve,0,Marwari,Marwari,S,3046
16521,IN,noe,0,Nimadi,Nimadi,S,48590
16521,IN,npi,0,Nepali,Nepali,S,74753
16521,IN,ory,0,Odia,Odia,S,1554337
16521,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,536048
16521,IN,peg,0,Pengo,Pengo,S,120
16521,IN,pgg,0,Pangwali,Pangwali,S,660
16521,IN,phr,3362,Pahari-Potwari,"Pahari-Potwari: Poonch",S,220
16521,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,1100
16521,IN,rwr,0,Marwari,Marwari,S,917961
16521,IN,san,0,Sanskrit,Sanskrit,S,22889
16521,IN,sat,0,Santhali,Santhali,S,735
16521,IN,saz,0,Saurashtra,Saurashtra,S,141305
16521,IN,sck,0,Sadri,Sadri,S,2720
16521,IN,skr,0,Saraiki,Saraiki,S,1100
16521,IN,snd,0,Sindhi,Sindhi,S,61576
16521,IN,spt,0,"Spiti Bhoti","Spiti Bhoti",S,20
16521,IN,spv,0,Sambalpuri,Sambalpuri,S,4375
16521,IN,srx,0,Sirmauri,Sirmauri,S,3120
16521,IN,swv,0,Shekhawati,Shekhawati,S,276070
16521,IN,syl,0,Sylheti,Sylheti,S,1740
16521,IN,tam,0,Tamil,Tamil,S,2145300
16521,IN,tcy,0,Tulu,Tulu,S,158940
16521,IN,tel,0,Telugu,Telugu,S,3392719
16521,IN,trp,0,"Kok Borok","Kok Borok",S,3785
16521,IN,unr,3302,Mundari,"Mundari: Bhumij",S,80
16521,IN,wbr,0,Wagdi,Wagdi,S,8420
16521,IN,wry,0,Merwari,Merwari,S,47815
16521,IN,xnr,0,Kangri,Kangri,S,146890
16523,IN,guj,0,Gujarati,Gujarati,P,226695
16523,IN,hin,0,Hindi,Hindi,S,24338
16523,IN,knn,0,Konkani,Konkani,S,3790
16523,IN,mar,0,Marathi,Marathi,S,1670
16523,IN,noe,0,Nimadi,Nimadi,S,150
16523,IN,saz,0,Saurashtra,Saurashtra,S,1765
16524,IN,bft,0,Balti,Balti,S,220
16524,IN,bkk,0,Brokskat,Brokskat,P,40072
16524,IN,lbj,0,Ladakhi,Ladakhi,S,878
16524,IN,prx,0,Purik,Purik,S,7420
16525,IN,bgq,0,Bagri,Bagri,S,180
16525,IN,dhd,0,Dhundari,Dhundari,S,1520
16525,IN,eng,0,English,English,S,90
16525,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,44810
16525,IN,guj,0,Gujarati,Gujarati,S,73762
16525,IN,hin,0,Hindi,Hindi,S,20005
16525,IN,hoj,18802,Haroti,"Haroti: Harauti",S,150
16525,IN,idb,0,Indo-Portuguese,Indo-Portuguese,S,40
16525,IN,kan,0,Kannada,Kannada,S,5533
16525,IN,kfr,0,Kacchi,Kacchi,S,620
16525,IN,knn,0,Konkani,Konkani,S,7470
16525,IN,mar,0,Marathi,Marathi,P,107868
16525,IN,mtr,0,Mewari,Mewari,S,340
16525,IN,rwr,0,Marwari,Marwari,S,3000
16525,IN,snd,0,Sindhi,Sindhi,S,7153
16525,IN,swv,0,Shekhawati,Shekhawati,S,170
16525,IN,wry,0,Merwari,Merwari,S,1820
16528,IN,dgo,0,Dogri,Dogri,S,881
16528,IN,gju,0,Gujari,Gujari,S,1050
16528,IN,hin,0,Hindi,Hindi,S,5323
16528,IN,kas,0,Kashmiri,Kashmiri,P,8938
16528,IN,lbj,0,Ladakhi,Ladakhi,S,20
16529,IN,ory,0,Odia,Odia,P,1890
16530,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,350
16530,IN,kan,0,Kannada,Kannada,P,1933
16530,IN,tam,0,Tamil,Tamil,S,115
16530,IN,tcy,0,Tulu,Tulu,S,650
16533,IN,eng,0,English,English,S,50
16533,IN,guj,0,Gujarati,Gujarati,S,3174
16533,IN,hin,0,Hindi,Hindi,S,2700
16533,IN,kan,0,Kannada,Kannada,S,150
16533,IN,khn,0,Khandesi,Khandesi,S,680
16533,IN,mar,0,Marathi,Marathi,P,20785
16533,IN,mup,0,Malvi,Malvi,S,80
16533,IN,noe,0,Nimadi,Nimadi,S,460
16533,IN,tel,0,Telugu,Telugu,S,150
16534,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,130
16534,IN,kan,0,Kannada,Kannada,P,220
16538,IN,dgo,0,Dogri,Dogri,S,295
16538,IN,kas,0,Kashmiri,Kashmiri,P,2375
16539,IN,ory,0,Odia,Odia,P,160
16541,IN,anp,0,Angika,Angika,S,6860
16541,IN,asm,0,Assamese,Assamese,S,50
16541,IN,ben,0,Bengali,Bengali,P,252650
16541,IN,bho,0,Bhojpuri,Bhojpuri,S,22275
16541,IN,hin,0,Hindi,Hindi,S,69530
16541,IN,mag,0,Magahi,Magahi,S,110
16541,IN,mai,0,Maithili,Maithili,S,13220
16541,IN,ory,0,Odia,Odia,S,30620
16541,IN,trp,0,"Kok Borok","Kok Borok",S,100
16542,IN,rwr,0,Marwari,Marwari,P,180
16542,IN,urd,0,Urdu,Urdu,S,90
16544,IN,onp,0,Sartang,Sartang,P,250
16548,IN,kan,0,Kannada,Kannada,S,2646
16548,IN,mar,0,Marathi,Marathi,S,81
16548,IN,tel,0,Telugu,Telugu,P,9857
16550,IN,crv,0,Chaura,Chaura,P,2240
16550,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,1790
16551,IN,dgo,0,Dogri,Dogri,P,600
16552,IN,anp,0,Angika,Angika,S,60
16552,IN,asm,0,Assamese,Assamese,S,1468
16552,IN,ben,0,Bengali,Bengali,S,36144
16552,IN,bho,0,Bhojpuri,Bhojpuri,S,279
16552,IN,hin,0,Hindi,Hindi,P,54241
16552,IN,hoc,0,Ho,Ho,S,477
16552,IN,kfq,0,Korku,Korku,S,22
16552,IN,khr,0,Kharia,Kharia,S,482
16552,IN,kru,0,Kurux,Kurux,S,1013
16552,IN,mai,0,Maithili,Maithili,S,80
16552,IN,mar,0,Marathi,Marathi,S,514
16552,IN,npi,0,Nepali,Nepali,S,115
16552,IN,ory,0,Odia,Odia,S,6610
16552,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,143
16552,IN,sat,0,Santhali,Santhali,S,791
16552,IN,sck,0,Sadri,Sadri,S,7368
16552,IN,tdb,0,Panchpargania,Panchpargania,S,2835
16552,IN,tel,0,Telugu,Telugu,S,42
16552,IN,trp,0,"Kok Borok","Kok Borok",S,1530
16552,IN,unr,0,Mundari,Mundari,S,1919
16552,IN,unx,0,Munda,Munda,S,747
16552,IN,urd,0,Urdu,Urdu,S,327
16553,IN,gom,0,"Konkani, Goan","Konkani, Goan",P,2140
16553,IN,guj,0,Gujarati,Gujarati,S,350
16555,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,209
16555,IN,hin,0,Hindi,Hindi,S,560
16555,IN,kan,0,Kannada,Kannada,P,69079
16555,IN,mar,0,Marathi,Marathi,S,875
16555,IN,tel,0,Telugu,Telugu,S,3687
16556,IN,ben,0,Bengali,Bengali,P,10900
16556,IN,tel,0,Telugu,Telugu,S,110
16557,IN,gom,0,"Konkani, Goan","Konkani, Goan",P,110
16557,IN,guj,0,Gujarati,Gujarati,S,40
16558,IN,awa,0,Awadhi,Awadhi,P,540
16561,IN,ahr,0,Ahirani,Ahirani,S,8220
16561,IN,anp,0,Angika,Angika,S,18620
16561,IN,asm,0,Assamese,Assamese,S,16695
16561,IN,awa,0,Awadhi,Awadhi,S,1051175
16561,IN,ben,0,Bengali,Bengali,S,849853
16561,IN,bfy,0,Bagheli,Bagheli,S,95405
16561,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,15865
16561,IN,bgc,0,Haryanvi,Haryanvi,S,306585
16561,IN,bgq,0,Bagri,Bagri,S,56580
16561,IN,bgw,0,Bhatri,Bhatri,S,70
16561,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,280
16561,IN,bho,0,Bhojpuri,Bhojpuri,S,3734836
16561,IN,bht,0,Bhattiyali,Bhattiyali,S,7220
16561,IN,bjj,0,Kanauji,Kanauji,S,780335
16561,IN,bns,0,Bundeli,Bundeli,S,402594
16561,IN,bra,0,"Braj Bhasha","Braj Bhasha",S,60175
16561,IN,cdh,0,Chambeali,Chambeali,S,7493
16561,IN,cdj,0,Churahi,Churahi,S,3590
16561,IN,dgo,0,Dogri,Dogri,S,48151
16561,IN,dhd,0,Dhundari,Dhundari,S,316195
16561,IN,gbm,0,Garhwali,Garhwali,S,181148
16561,IN,gju,0,Gujari,Gujari,S,120
16561,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,11594
16561,IN,guj,0,Gujarati,Gujarati,S,911467
16561,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,1040
16561,IN,hin,0,Hindi,Hindi,P,33468645
16561,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1442512
16561,IN,hoj,18802,Haroti,"Haroti: Harauti",S,29185
16561,IN,kan,0,Kannada,Kannada,S,515810
16561,IN,kas,0,Kashmiri,Kashmiri,S,5304
16561,IN,kfk,0,Kinnauri,Kinnauri,S,227
16561,IN,kfr,0,Kacchi,Kacchi,S,6333
16561,IN,kfs,0,Bilaspuri,Bilaspuri,S,34676
16561,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,2880
16561,IN,kfy,0,Kumaoni,Kumaoni,S,85582
16561,IN,khn,0,Khandesi,Khandesi,S,2200
16561,IN,knn,0,Konkani,Konkani,S,81010
16561,IN,lbj,0,Ladakhi,Ladakhi,S,60
16561,IN,mag,0,Magahi,Magahi,S,171380
16561,IN,mai,0,Maithili,Maithili,S,353055
16561,IN,mar,0,Marathi,Marathi,S,700010
16561,IN,mjl,0,Mandeali,Mandeali,S,64343
16561,IN,mtr,0,Mewari,Mewari,S,62728
16561,IN,mup,0,Malvi,Malvi,S,141719
16561,IN,mve,0,Marwari,Marwari,S,915
16561,IN,noe,0,Nimadi,Nimadi,S,7380
16561,IN,ory,0,Odia,Odia,S,155412
16561,IN,pan,0,"Punjabi, Eastern","Punjabi, Eastern",S,732715
16561,IN,rwr,0,Marwari,Marwari,S,122063
16561,IN,sjp,0,Surjapuri,Surjapuri,S,1890
16561,IN,snd,0,Sindhi,Sindhi,S,490
16561,IN,srx,0,Sirmauri,Sirmauri,S,2420
16561,IN,swv,0,Shekhawati,Shekhawati,S,56160
16561,IN,tam,0,Tamil,Tamil,S,358
16561,IN,tel,0,Telugu,Telugu,S,16343
16561,IN,trp,0,"Kok Borok","Kok Borok",S,125
16561,IN,wbr,0,Wagdi,Wagdi,S,5260
16561,IN,wry,0,Merwari,Merwari,S,50520
16561,IN,xnr,0,Kangri,Kangri,S,104029
16562,IN,asm,0,Assamese,Assamese,S,129
16562,IN,ben,0,Bengali,Bengali,S,110
16562,IN,brx,0,Boro,Boro,S,19
16562,IN,eng,0,English,English,S,37
16562,IN,gau,0,"Gadaba, Mudhili","Gadaba, Mudhili",S,29
16562,IN,hin,0,Hindi,Hindi,S,286
16562,IN,kha,0,Khasi,Khasi,S,37
16562,IN,mjw,0,Karbi,Karbi,S,26
16562,IN,nbc,0,"Naga, Chang","Naga, Chang",S,153
16562,IN,nbe,0,"Naga, Konyak","Naga, Konyak",S,34
16562,IN,nbi,0,"Naga, Mao","Naga, Mao",S,5296
16562,IN,njh,0,"Naga, Lotha","Naga, Lotha",S,121
16562,IN,njm,0,"Naga, Angami","Naga, Angami",S,541
16562,IN,njo,0,"Naga, Ao","Naga, Ao",S,387
16562,IN,nkh,0,"Naga, Khezha","Naga, Khezha",S,42606
16562,IN,nmf,0,"Naga, Tangkhul","Naga, Tangkhul",S,57
16562,IN,npi,0,Nepali,Nepali,S,62
16562,IN,npo,0,"Naga, Pochuri","Naga, Pochuri",S,1007
16562,IN,nri,0,"Naga, Chokri","Naga, Chokri",P,105011
16562,IN,nsm,0,"Naga, Sumi","Naga, Sumi",S,389
16562,IN,nzm,0,"Naga, Zeme","Naga, Zeme",S,32
16562,IN,tcz,0,"Chin, Thado","Chin, Thado",S,520
16562,IN,unr,0,Mundari,Mundari,S,98
16562,IN,unx,0,Munda,Munda,S,19
16563,IN,bns,0,Bundeli,Bundeli,S,14825
16563,IN,hin,0,Hindi,Hindi,P,119243
16563,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,1794
16563,IN,mup,0,Malvi,Malvi,S,281
16563,IN,ory,0,Odia,Odia,S,12260
16564,IN,anp,0,Angika,Angika,S,520
16564,IN,ben,0,Bengali,Bengali,P,377893
16564,IN,bho,0,Bhojpuri,Bhojpuri,S,20720
16564,IN,hca,0,"Andaman Creole Hindi","Andaman Creole Hindi",S,220
16564,IN,hin,0,Hindi,Hindi,S,83896
16564,IN,kan,0,Kannada,Kannada,S,30
16564,IN,mag,0,Magahi,Magahi,S,11715
16564,IN,mai,0,Maithili,Maithili,S,9190
16564,IN,ory,0,Odia,Odia,S,855
16564,IN,trp,0,"Kok Borok","Kok Borok",S,219
16565,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1690
16565,IN,kan,0,Kannada,Kannada,S,720
16565,IN,tcy,0,Tulu,Tulu,P,3330
16566,IN,gom,0,"Konkani, Goan","Konkani, Goan",S,1070
16566,IN,guj,0,Gujarati,Gujarati,S,585
16566,IN,kan,0,Kannada,Kannada,P,208681
16566,IN,knn,0,Konkani,Konkani,S,6286
16566,IN,mar,0,Marathi,Marathi,S,4052
16566,IN,mtr,0,Mewari,Mewari,S,25
16566,IN,tam,0,Tamil,Tamil,S,398
16566,IN,tcy,0,Tulu,Tulu,S,450
16566,IN,tel,0,Telugu,Telugu,S,4425
16567,IN,dhd,0,Dhundari,Dhundari,S,126
16567,IN,hin,0,Hindi,Hindi,S,857
16567,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,161
16567,IN,hoj,18802,Haroti,"Haroti: Harauti",S,342
16567,IN,kan,0,Kannada,Kannada,S,369
16567,IN,kxu,0,Kui,Kui,S,40
16567,IN,kxv,0,Kuvi,Kuvi,S,40
16567,IN,mal,0,Malayalam,Malayalam,S,22
16567,IN,mtr,0,Mewari,Mewari,S,36
16567,IN,ory,0,Odia,Odia,P,4984
16567,IN,peg,0,Pengo,Pengo,S,40
16567,IN,rwr,0,Marwari,Marwari,S,46
16567,IN,tam,0,Tamil,Tamil,S,22
16567,IN,tel,0,Telugu,Telugu,S,76
16568,IN,asm,0,Assamese,Assamese,S,59
16568,IN,ben,0,Bengali,Bengali,S,96
16568,IN,eng,0,English,English,S,35
16568,IN,hin,0,Hindi,Hindi,S,102
16568,IN,hlb,0,Halbi,Halbi,S,21
16568,IN,kix,0,"Naga, Khiamniungan","Naga, Khiamniungan",S,232
16568,IN,kru,12572,Kurux,"Kurux: Kisan",S,31
16568,IN,nbc,0,"Naga, Chang","Naga, Chang",P,62357
16568,IN,njm,0,"Naga, Angami","Naga, Angami",S,85
16568,IN,njo,0,"Naga, Ao","Naga, Ao",S,353
16568,IN,nkh,0,"Naga, Khezha","Naga, Khezha",S,15
16568,IN,nph,0,"Naga, Phom","Naga, Phom",S,164
16568,IN,npi,0,Nepali,Nepali,S,57
16568,IN,nri,0,"Naga, Chokri","Naga, Chokri",S,76
16568,IN,nsa,0,"Naga, Sangtam","Naga, Sangtam",S,313
16568,IN,nsm,0,"Naga, Sumi","Naga, Sumi",S,45
16568,IN,nzm,0,"Naga, Zeme","Naga, Zeme",S,340
16568,IN,tcz,0,"Chin, Thado","Chin, Thado",S,78
16568,IN,yim,0,"Naga, Yimchungru","Naga, Yimchungru",S,180
16571,IN,dhd,0,Dhundari,Dhundari,S,12950
16571,IN,guj,0,Gujarati,Gujarati,P,114349
16571,IN,hin,0,Hindi,Hindi,S,72398
16571,IN,hoj,18802,Haroti,"Haroti: Harauti",S,6880
16571,IN,kfr,0,Kacchi,Kacchi,S,16500
16571,IN,knn,0,Konkani,Konkani,S,6300
16571,IN,mar,0,Marathi,Marathi,S,9556
16571,IN,mtr,0,Mewari,Mewari,S,9460
16571,IN,mup,0,Malvi,Malvi,S,1060
16571,IN,noe,0,Nimadi,Nimadi,S,1230
16571,IN,rwr,0,Marwari,Marwari,S,47355
16571,IN,swv,0,Shekhawati,Shekhawati,S,6830
16571,IN,wbr,0,Wagdi,Wagdi,S,580
16571,IN,wry,0,Merwari,Merwari,S,9860
16574,IN,ory,0,Odia,Odia,S,25
16574,IN,tel,0,Telugu,Telugu,P,1511
16575,IN,mal,0,Malayalam,Malayalam,S,14200
